accuracy,loss,acc_convergence,acc_valid,loss_valid,parameters,hidden_nodes,filters,filter_size,pooling_size,pooling_type,dropout
0.7393,0.8765,0,True,True,87624,18,59,"(2, 2)","(3, 3)",average,19
0.9297,0.2903,0,True,True,90716,244,13,"(4, 4)","(5, 5)",max,67
0.8179,0.7373,0,True,True,363287,33,64,"(5, 5)","(2, 2)",average,54
0.9651,0.1407,0,True,True,734865,128,70,"(4, 4)","(3, 3)",average,37
0.9764,0.104,7,True,False,1250983,229,32,"(5, 5)","(2, 2)",average,24
0.9796,0.0859,0,True,True,1553315,228,40,"(4, 4)","(2, 2)",max,49
0.9823,0.0805,7,True,False,574727,213,73,"(5, 5)","(4, 4)",max,15
0.967,0.1471,9,False,False,944053,114,42,"(2, 2)","(2, 2)",average,6
0.4876,1.7704,0,True,True,364705,25,74,"(2, 2)","(2, 2)",max,69
0.9658,0.1562,0,True,True,369892,242,41,"(4, 4)","(4, 4)",average,44
0.7784,0.7852,0,True,True,26547,156,5,"(3, 3)","(5, 5)",average,53
0.5882,1.4382,0,True,True,8489,122,1,"(3, 3)","(5, 5)",max,40
0.9505,0.1967,0,True,True,1004387,230,88,"(3, 3)","(4, 4)",average,49
0.9432,0.2495,0,True,True,454119,129,95,"(5, 5)","(4, 4)",average,53
0.9774,0.1105,0,True,True,312015,135,62,"(5, 5)","(4, 4)",max,45
0.8958,0.4156,0,True,True,140821,37,46,"(3, 3)","(3, 3)",average,26
0.848,0.5781,0,True,True,50231,14,51,"(5, 5)","(3, 3)",average,18
0.9586,0.1526,10,True,True,362023,226,62,"(3, 3)","(5, 5)",max,18
0.9363,0.2864,0,True,True,258572,86,81,"(4, 4)","(4, 4)",average,41
0.9553,0.1665,9,False,False,413437,162,51,"(3, 3)","(4, 4)",average,5
0.8823,0.4882,0,True,True,22055,128,5,"(5, 5)","(5, 5)",max,62
0.9548,0.2115,0,True,True,384959,104,45,"(3, 3)","(3, 3)",average,25
0.9559,0.1807,0,True,True,226841,60,22,"(4, 4)","(2, 2)",average,31
0.8991,0.4049,0,True,True,185795,152,24,"(2, 2)","(4, 4)",max,58
0.5498,1.4893,0,True,True,54773,30,70,"(2, 2)","(5, 5)",max,31
0.8568,0.521,0,True,True,27384,100,9,"(4, 4)","(5, 5)",average,13
0.6986,1.0805,0,True,True,4599,56,1,"(5, 5)","(4, 4)",average,41
0.9847,0.0786,0,True,True,337775,215,42,"(5, 5)","(4, 4)",max,26
0.9565,0.175,0,True,True,447171,139,39,"(4, 4)","(3, 3)",average,45
0.4847,1.7366,0,True,True,68523,24,56,"(3, 3)","(4, 4)",average,56
0.9391,0.2577,0,True,True,69146,125,3,"(5, 5)","(2, 2)",average,60
0.9738,0.121,0,True,True,98397,121,30,"(5, 5)","(5, 5)",max,14
0.8075,0.7085,0,True,True,375345,102,74,"(2, 2)","(4, 4)",average,52
0.8747,0.4746,0,True,True,119331,94,48,"(4, 4)","(5, 5)",average,42
0.9745,0.1199,0,True,True,142943,135,40,"(4, 4)","(5, 5)",max,19
0.8994,0.3308,10,True,False,204279,239,10,"(2, 2)","(3, 3)",average,18
0.9748,0.118,0,True,True,898895,152,91,"(5, 5)","(3, 3)",average,29
0.9645,0.1406,0,True,True,720515,226,64,"(3, 3)","(4, 4)",max,43
0.9047,0.3392,0,True,True,67291,154,8,"(2, 2)","(4, 4)",max,22
0.9091,0.3239,0,True,True,523163,181,58,"(2, 2)","(4, 4)",average,36
0.8651,0.4972,0,True,True,58206,123,17,"(3, 3)","(5, 5)",max,66
0.6152,1.4476,0,True,True,1060781,77,70,"(2, 2)","(2, 2)",max,65
0.9747,0.1247,0,True,True,665086,218,83,"(4, 4)","(4, 4)",average,32
0.9431,0.2501,0,True,True,50451,150,8,"(5, 5)","(4, 4)",average,40
0.919,0.3205,0,True,True,174404,111,31,"(3, 3)","(4, 4)",average,37
0.9137,0.3146,8,False,False,68843,100,25,"(5, 5)","(5, 5)",average,0
0.5468,1.4788,0,True,True,1885,19,2,"(3, 3)","(5, 5)",max,33
0.9695,0.1267,7,False,False,692983,216,39,"(3, 3)","(3, 3)",average,7
0.9541,0.1938,0,True,True,1175687,155,93,"(2, 2)","(3, 3)",average,36
0.8314,0.5739,0,True,True,289163,116,97,"(3, 3)","(5, 5)",max,61
0.9239,0.2797,9,False,False,88019,106,16,"(2, 2)","(4, 4)",max,5
0.9639,0.1478,0,True,True,417658,205,55,"(4, 4)","(4, 4)",average,31
0.9728,0.13,0,True,True,1154119,154,44,"(4, 4)","(2, 2)",average,61
0.9766,0.1131,6,False,False,415813,148,34,"(4, 4)","(3, 3)",max,9
0.7295,0.9241,0,True,True,16943,117,4,"(2, 2)","(5, 5)",max,58
0.978,0.0988,7,True,False,2250567,243,47,"(3, 3)","(2, 2)",max,25
0.9741,0.1127,5,False,False,2278535,200,67,"(5, 5)","(2, 2)",average,8
0.9712,0.135,0,True,True,641676,92,85,"(4, 4)","(3, 3)",average,20
0.9715,0.138,0,True,True,256355,203,15,"(4, 4)","(3, 3)",average,50
0.9805,0.0954,4,False,False,3882515,260,88,"(4, 4)","(2, 2)",max,7
0.981,0.1003,0,True,True,403819,216,72,"(5, 5)","(5, 5)",max,41
0.8453,0.6325,0,True,True,907255,153,30,"(3, 3)","(2, 2)",max,66
0.9551,0.2134,0,True,True,817243,100,100,"(3, 3)","(3, 3)",average,41
0.6506,1.3853,0,True,True,157349,35,26,"(5, 5)","(2, 2)",average,40
0.82,0.6589,0,True,True,43553,42,37,"(5, 5)","(5, 5)",average,45
0.5484,1.5288,0,True,True,6395,68,1,"(3, 3)","(4, 4)",max,50
0.8894,0.4115,0,True,True,106961,137,15,"(2, 2)","(4, 4)",average,44
0.9713,0.116,9,True,False,578499,206,76,"(5, 5)","(4, 4)",average,12
0.9763,0.1136,4,False,False,864291,168,26,"(3, 3)","(2, 2)",max,4
0.9618,0.1774,0,True,True,1702271,237,88,"(3, 3)","(3, 3)",average,67
0.9762,0.1049,7,False,False,503453,195,70,"(4, 4)","(4, 4)",max,13
0.9674,0.145,5,False,False,2116453,127,98,"(5, 5)","(2, 2)",average,9
0.9597,0.1863,0,True,True,2443607,191,65,"(3, 3)","(2, 2)",max,70
0.7112,0.9913,0,True,True,2294,17,3,"(5, 5)","(5, 5)",max,20
0.4637,1.6909,0,True,True,100091,39,31,"(2, 2)","(3, 3)",max,58
0.974,0.1206,4,False,False,1091496,242,55,"(4, 4)","(3, 3)",max,4
0.7925,0.8686,0,True,True,396367,34,59,"(3, 3)","(2, 2)",average,64
0.9035,0.3436,0,True,True,262319,112,91,"(3, 3)","(5, 5)",max,38
0.9707,0.1279,4,False,False,2648311,217,62,"(3, 3)","(2, 2)",max,3
0.9707,0.1352,0,True,True,108186,98,13,"(4, 4)","(3, 3)",max,37
0.9877,0.0658,0,True,True,913867,190,74,"(5, 5)","(3, 3)",max,31
0.9643,0.1258,7,False,False,1432367,209,84,"(2, 2)","(3, 3)",max,14
0.8543,0.546,0,True,True,38829,66,11,"(3, 3)","(4, 4)",average,30
0.2988,2.6322,0,True,True,74599,19,97,"(5, 5)","(4, 4)",average,66
0.9583,0.1873,0,True,True,120127,83,38,"(5, 5)","(4, 4)",average,22
0.9356,0.2793,0,True,True,86963,194,16,"(4, 4)","(5, 5)",max,61
0.9265,0.3501,0,True,True,1957601,216,46,"(2, 2)","(2, 2)",average,62
0.9495,0.1992,0,True,True,655922,174,19,"(2, 2)","(2, 2)",average,16
0.9495,0.2402,0,True,True,434345,115,22,"(5, 5)","(2, 2)",average,68
0.9786,0.096,0,True,True,2738303,215,75,"(4, 4)","(2, 2)",max,61
0.926,0.3231,0,True,True,298759,104,77,"(5, 5)","(4, 4)",average,49
0.9729,0.1136,0,True,True,729211,246,36,"(3, 3)","(3, 3)",max,55
0.9428,0.2461,0,True,True,140962,96,39,"(4, 4)","(4, 4)",average,21
0.7236,1.0018,0,True,True,90235,43,25,"(4, 4)","(3, 3)",max,59
0.9676,0.1755,0,True,True,325379,142,88,"(5, 5)","(5, 5)",max,55
0.9114,0.3405,0,True,True,46835,59,29,"(4, 4)","(5, 5)",max,31
0.9611,0.1556,0,True,True,663275,208,64,"(3, 3)","(4, 4)",average,29
0.9359,0.2254,7,False,False,255941,134,38,"(2, 2)","(4, 4)",max,0
0.9747,0.1008,9,True,True,424239,222,38,"(3, 3)","(4, 4)",max,19
0.9672,0.142,0,True,True,237386,193,7,"(5, 5)","(2, 2)",average,62
0.9696,0.1269,9,True,False,305456,242,15,"(4, 4)","(3, 3)",average,30
0.8472,0.5335,0,True,True,382055,196,76,"(2, 2)","(5, 5)",average,11
0.8251,0.6636,0,True,True,560299,73,94,"(2, 2)","(3, 3)",max,64
0.9626,0.1429,0,True,True,619521,234,53,"(3, 3)","(4, 4)",average,18
0.9169,0.3135,0,True,True,97870,157,23,"(3, 3)","(5, 5)",max,50
0.9254,0.2757,0,True,True,97315,150,24,"(3, 3)","(5, 5)",max,51
0.7434,0.9116,0,True,True,192443,96,76,"(5, 5)","(5, 5)",average,69
0.9672,0.134,10,True,False,601331,110,32,"(4, 4)","(2, 2)",average,20
0.8505,0.557,0,True,True,308409,121,51,"(2, 2)","(4, 4)",average,55
0.9402,0.246,0,True,True,886823,255,70,"(2, 2)","(4, 4)",average,37
0.9535,0.2356,0,True,True,305391,130,63,"(5, 5)","(4, 4)",average,55
0.9437,0.2601,0,True,True,287591,97,80,"(4, 4)","(4, 4)",average,44
0.7836,0.743,0,True,True,103751,72,55,"(3, 3)","(5, 5)",max,66
0.9435,0.2322,8,False,False,62011,142,2,"(3, 3)","(2, 2)",max,15
0.9594,0.1446,0,True,True,1781069,156,58,"(2, 2)","(2, 2)",max,33
0.947,0.2071,0,True,True,461588,178,13,"(2, 2)","(2, 2)",average,20
0.8737,0.5872,0,True,True,405488,125,65,"(3, 3)","(4, 4)",average,67
0.9148,0.3242,0,True,True,116939,82,28,"(3, 3)","(4, 4)",average,21
0.9778,0.1148,4,False,False,2145164,164,77,"(4, 4)","(2, 2)",average,0
0.9768,0.0987,9,True,False,1074167,197,84,"(5, 5)","(3, 3)",average,23
0.9449,0.2178,0,True,True,31519,184,5,"(5, 5)","(5, 5)",max,23
0.9249,0.3142,0,True,True,116427,50,28,"(3, 3)","(3, 3)",max,33
0.8032,0.6287,0,True,True,457719,183,98,"(2, 2)","(5, 5)",max,67
0.9848,0.085,0,True,True,194841,172,30,"(4, 4)","(4, 4)",max,24
0.8367,0.604,0,True,True,180479,51,43,"(2, 2)","(3, 3)",max,40
0.9015,0.3736,0,True,True,174755,119,29,"(2, 2)","(4, 4)",max,42
0.9494,0.2066,0,True,True,2122556,127,85,"(2, 2)","(2, 2)",max,49
0.9733,0.115,0,True,True,412571,212,75,"(5, 5)","(5, 5)",max,53
0.9582,0.2109,0,True,True,79439,79,26,"(5, 5)","(4, 4)",max,49
0.9193,0.3337,0,True,True,404961,169,93,"(4, 4)","(5, 5)",average,52
0.915,0.3442,0,True,True,34074,58,21,"(4, 4)","(5, 5)",max,33
0.9801,0.0861,0,True,True,499283,199,68,"(4, 4)","(4, 4)",max,52
0.9795,0.0904,6,False,False,581407,136,52,"(4, 4)","(3, 3)",max,6
0.9127,0.3971,0,True,True,332191,153,84,"(4, 4)","(5, 5)",max,70
0.9545,0.1562,7,False,False,494219,212,91,"(3, 3)","(5, 5)",max,9
0.9299,0.2349,0,True,True,306734,163,73,"(3, 3)","(5, 5)",max,45
0.7669,0.7596,0,True,True,171123,76,87,"(3, 3)","(5, 5)",average,45
0.9675,0.1302,0,True,True,543928,159,93,"(4, 4)","(4, 4)",average,32
0.9658,0.1395,0,True,True,152206,244,23,"(4, 4)","(5, 5)",max,37
0.8472,0.5864,0,True,True,29231,63,16,"(5, 5)","(5, 5)",average,58
0.9658,0.1364,8,False,False,1948457,260,38,"(2, 2)","(2, 2)",average,20
0.8148,0.7106,0,True,True,20467,163,1,"(4, 4)","(3, 3)",average,65
0.9456,0.2764,0,True,True,209335,171,24,"(3, 3)","(4, 4)",max,59
0.9497,0.2079,0,True,True,1160339,59,100,"(2, 2)","(2, 2)",max,12
0.9745,0.1226,4,False,False,1214655,105,68,"(4, 4)","(2, 2)",max,2
0.9706,0.1246,7,False,False,774274,64,71,"(4, 4)","(2, 2)",max,7
0.9585,0.2171,0,True,True,424217,101,51,"(4, 4)","(3, 3)",max,62
0.9813,0.0869,7,True,False,674287,150,69,"(5, 5)","(3, 3)",max,18
0.8312,0.748,0,True,True,521571,33,92,"(5, 5)","(2, 2)",average,47
0.9671,0.1483,0,True,True,197967,196,15,"(5, 5)","(3, 3)",average,56
0.8529,0.5347,0,True,True,236591,91,52,"(2, 2)","(4, 4)",average,28
0.4602,1.6609,0,True,True,47143,30,60,"(2, 2)","(5, 5)",max,55
0.8205,0.6738,0,True,True,22821,182,1,"(3, 3)","(3, 3)",average,57
0.8927,0.3817,0,True,True,143265,73,39,"(2, 2)","(4, 4)",max,15
0.9592,0.1542,10,True,True,157967,170,18,"(3, 3)","(4, 4)",max,20
0.9451,0.2073,9,False,False,114752,139,31,"(3, 3)","(5, 5)",max,5
0.8874,0.421,0,True,True,147971,75,76,"(3, 3)","(5, 5)",max,43
0.9373,0.2275,0,True,True,162383,196,4,"(2, 2)","(2, 2)",average,24
0.9118,0.3537,0,True,True,99677,32,18,"(4, 4)","(2, 2)",average,2
0.8422,0.6016,0,True,True,247773,33,38,"(2, 2)","(2, 2)",average,12
0.9735,0.1218,0,True,True,170996,76,13,"(4, 4)","(2, 2)",max,20
0.913,0.3686,0,True,True,44483,73,22,"(4, 4)","(5, 5)",max,58
0.9398,0.2562,0,True,True,1540695,255,74,"(2, 2)","(3, 3)",average,63
0.9827,0.0905,0,True,True,490539,184,72,"(5, 5)","(4, 4)",max,44
0.7074,0.975,0,True,True,39330,33,23,"(3, 3)","(4, 4)",average,30
0.9177,0.393,0,True,True,473303,115,50,"(4, 4)","(3, 3)",max,69
0.9659,0.1545,8,True,False,41555,113,5,"(5, 5)","(3, 3)",max,4
0.9802,0.0865,0,True,True,2375363,208,58,"(3, 3)","(2, 2)",max,34
0.977,0.096,0,True,True,2374327,201,60,"(3, 3)","(2, 2)",max,42
0.9748,0.1225,0,True,True,4164679,238,89,"(3, 3)","(2, 2)",max,68
0.9582,0.1498,0,True,True,636299,249,100,"(3, 3)","(5, 5)",max,26
0.9718,0.1109,0,True,True,2435864,214,67,"(4, 4)","(2, 2)",average,55
0.8697,0.4759,0,True,True,255713,121,82,"(3, 3)","(5, 5)",max,51
0.9762,0.1024,0,True,True,403748,176,89,"(4, 4)","(5, 5)",max,16
0.8541,0.5074,0,True,True,157815,63,50,"(2, 2)","(4, 4)",max,16
0.9103,0.3646,0,True,True,430127,163,32,"(2, 2)","(3, 3)",max,64
0.8538,0.5753,0,True,True,319967,167,74,"(4, 4)","(5, 5)",average,67
0.9454,0.2149,10,True,False,188579,140,51,"(5, 5)","(5, 5)",average,2
0.9718,0.1215,7,False,False,500923,218,62,"(5, 5)","(4, 4)",average,0
0.9764,0.1105,7,False,False,2079255,153,80,"(4, 4)","(2, 2)",average,14
0.9747,0.1183,7,False,False,429791,135,16,"(3, 3)","(2, 2)",max,14
0.8377,0.6175,0,True,True,229961,65,71,"(2, 2)","(4, 4)",average,26
0.8266,0.7026,0,True,True,71554,34,55,"(4, 4)","(4, 4)",max,42
0.7137,0.9743,0,True,True,93299,65,54,"(4, 4)","(5, 5)",average,58
0.7778,0.7644,0,True,True,117473,29,81,"(2, 2)","(4, 4)",max,16
0.9458,0.2446,0,True,True,75166,167,5,"(3, 3)","(3, 3)",average,38
0.9763,0.1035,0,True,True,2518811,243,61,"(4, 4)","(2, 2)",average,37
0.9767,0.1037,0,True,True,635355,173,100,"(4, 4)","(4, 4)",max,37
0.9484,0.2104,0,True,True,1047659,128,48,"(5, 5)","(2, 2)",average,66
0.9092,0.3372,0,True,True,129010,204,3,"(2, 2)","(2, 2)",average,21
0.9261,0.3104,0,True,True,418187,51,100,"(3, 3)","(3, 3)",max,33
0.832,0.6541,0,True,True,73959,49,39,"(5, 5)","(4, 4)",max,61
0.8759,0.4337,0,True,True,476040,214,87,"(2, 2)","(5, 5)",average,13
0.9715,0.1274,4,False,False,575591,209,16,"(5, 5)","(2, 2)",max,2
0.9525,0.1926,0,True,True,283867,236,32,"(4, 4)","(4, 4)",average,54
0.9465,0.2073,10,True,True,60530,72,31,"(4, 4)","(5, 5)",max,5
0.639,1.2514,0,True,True,222881,41,66,"(3, 3)","(3, 3)",max,59
0.8909,0.3655,0,True,True,248525,138,70,"(2, 2)","(5, 5)",max,16
0.9465,0.2594,0,True,True,1270362,238,27,"(2, 2)","(2, 2)",average,68
0.6321,1.3567,0,True,True,128767,21,90,"(5, 5)","(3, 3)",average,50
0.9186,0.3037,10,True,False,181011,72,50,"(3, 3)","(4, 4)",average,1
0.6098,1.3012,0,True,True,100923,19,63,"(4, 4)","(3, 3)",max,41
0.8403,0.5847,0,True,True,12351,64,3,"(3, 3)","(4, 4)",average,3
0.9291,0.2996,0,True,True,234455,155,58,"(4, 4)","(5, 5)",average,46
0.9626,0.1832,0,True,True,145787,65,84,"(5, 5)","(5, 5)",max,17
0.9452,0.2102,0,True,True,433355,192,88,"(3, 3)","(5, 5)",max,43
0.9627,0.1501,7,False,False,316807,159,24,"(3, 3)","(3, 3)",average,1
0.8594,0.5969,0,True,True,579923,46,64,"(2, 2)","(2, 2)",average,43
0.9436,0.247,0,True,True,1638607,251,80,"(2, 2)","(3, 3)",average,65
0.9707,0.1149,7,False,False,364673,210,10,"(4, 4)","(2, 2)",average,23
0.3325,2.2016,0,True,True,120593,17,41,"(4, 4)","(2, 2)",max,25
0.8447,0.5382,0,True,True,460538,186,97,"(2, 2)","(5, 5)",average,33
0.9517,0.2044,0,True,True,133532,242,3,"(4, 4)","(2, 2)",average,62
0.7555,0.8711,0,True,True,111867,132,32,"(2, 2)","(5, 5)",average,47
0.9812,0.0835,0,True,True,2267679,247,54,"(4, 4)","(2, 2)",max,39
0.9634,0.1709,0,True,True,244959,63,47,"(4, 4)","(3, 3)",max,21
0.9855,0.0747,8,True,False,673027,175,59,"(5, 5)","(3, 3)",max,14
0.9588,0.1831,0,True,True,412886,258,43,"(4, 4)","(4, 4)",average,60
0.9624,0.1602,0,True,True,647639,209,84,"(5, 5)","(4, 4)",average,49
0.9723,0.1388,0,True,True,213683,188,43,"(5, 5)","(5, 5)",max,53
0.9812,0.0853,9,True,False,487217,226,26,"(4, 4)","(3, 3)",max,25
0.9625,0.184,0,True,True,567899,128,68,"(5, 5)","(3, 3)",max,68
0.9086,0.3359,8,False,False,176750,58,61,"(2, 2)","(4, 4)",max,0
0.7392,0.8684,0,True,True,7622,26,5,"(2, 2)","(4, 4)",max,19
0.9553,0.2317,0,True,True,268635,78,20,"(5, 5)","(2, 2)",max,57
0.7727,0.7867,0,True,True,632239,187,68,"(2, 2)","(4, 4)",average,69
0.9319,0.2434,0,True,True,232184,145,61,"(5, 5)","(5, 5)",average,18
0.9726,0.1228,4,False,False,1174927,167,86,"(4, 4)","(3, 3)",max,4
0.9552,0.2215,0,True,True,579719,79,43,"(4, 4)","(2, 2)",average,59
0.9777,0.1014,0,True,True,167018,201,31,"(5, 5)","(5, 5)",max,21
0.6782,0.9907,0,True,True,755333,71,54,"(2, 2)","(2, 2)",max,51
0.9452,0.2679,0,True,True,1532603,90,100,"(5, 5)","(2, 2)",max,64
0.9337,0.2791,0,True,True,168510,52,39,"(4, 4)","(3, 3)",average,16
0.962,0.1467,0,True,True,119306,228,19,"(4, 4)","(5, 5)",max,31
0.9745,0.1182,5,False,False,1076771,225,28,"(5, 5)","(2, 2)",average,1
0.9673,0.146,0,True,True,851102,255,91,"(4, 4)","(4, 4)",average,51
0.9352,0.2708,0,True,True,95472,118,21,"(4, 4)","(4, 4)",average,34
0.9712,0.1193,6,False,False,609286,254,29,"(4, 4)","(3, 3)",average,6
0.9713,0.1119,10,True,True,962825,218,89,"(3, 3)","(4, 4)",max,23
0.9276,0.3119,0,True,True,145890,99,29,"(3, 3)","(4, 4)",average,30
0.9077,0.3268,0,True,True,591695,228,52,"(2, 2)","(4, 4)",average,16
0.6423,1.19,0,True,True,57695,77,28,"(2, 2)","(5, 5)",average,56
0.9765,0.0975,9,True,True,1720637,125,81,"(4, 4)","(2, 2)",max,24
0.9762,0.1027,8,True,False,320072,191,45,"(4, 4)","(4, 4)",max,21
0.9703,0.1233,0,True,True,235383,86,73,"(5, 5)","(4, 4)",max,21
0.9718,0.1313,5,False,False,3506527,232,89,"(5, 5)","(2, 2)",average,16
0.9648,0.1339,8,False,False,94777,189,18,"(5, 5)","(5, 5)",max,12
0.9797,0.0821,0,True,True,3348443,212,93,"(5, 5)","(2, 2)",max,44
0.6722,1.1158,0,True,True,80611,60,51,"(3, 3)","(5, 5)",average,57
0.8841,0.401,10,True,True,142203,76,72,"(3, 3)","(5, 5)",average,2
0.7569,0.982,0,True,True,35111,23,22,"(5, 5)","(3, 3)",max,58
0.9751,0.103,9,True,False,152539,84,48,"(5, 5)","(4, 4)",max,4
0.9024,0.4257,0,True,True,898607,95,48,"(2, 2)","(2, 2)",average,64
0.7342,0.8487,0,True,True,372335,155,94,"(2, 2)","(5, 5)",average,58
0.565,1.5597,0,True,True,35969,29,7,"(4, 4)","(2, 2)",average,54
0.8174,0.615,0,True,True,167495,118,28,"(2, 2)","(4, 4)",average,43
0.982,0.0867,0,True,True,662531,107,95,"(5, 5)","(3, 3)",max,30
0.9585,0.1981,0,True,True,48357,56,10,"(4, 4)","(3, 3)",max,35
0.9444,0.2099,0,True,True,92091,108,32,"(3, 3)","(5, 5)",max,11
0.9169,0.3123,0,True,True,141018,223,3,"(2, 2)","(2, 2)",average,30
0.7187,0.9411,0,True,True,69071,35,76,"(2, 2)","(5, 5)",average,17
0.9572,0.1921,0,True,True,1826450,113,95,"(5, 5)","(2, 2)",average,57
0.9743,0.1137,0,True,True,1519727,186,100,"(4, 4)","(3, 3)",average,41
0.9572,0.1749,10,True,True,161555,195,4,"(2, 2)","(2, 2)",max,35
0.545,1.64,0,True,True,561595,31,92,"(2, 2)","(2, 2)",max,56
0.9453,0.2138,0,True,True,101810,173,15,"(4, 4)","(4, 4)",average,25
0.6942,1.0447,0,True,True,91960,40,89,"(2, 2)","(5, 5)",average,26
0.9226,0.3333,0,True,True,417543,121,93,"(5, 5)","(4, 4)",average,57
0.891,0.426,0,True,True,84103,25,85,"(5, 5)","(4, 4)",average,4
0.8715,0.4778,0,True,True,21872,26,21,"(4, 4)","(4, 4)",max,15
0.9784,0.0911,9,True,True,569459,230,96,"(5, 5)","(5, 5)",max,19
0.9423,0.233,0,True,True,82941,174,17,"(5, 5)","(5, 5)",max,65
0.9829,0.0863,0,True,True,2960348,205,85,"(5, 5)","(2, 2)",max,51
0.9789,0.1009,0,True,True,407607,177,62,"(5, 5)","(4, 4)",max,42
0.9299,0.2487,10,True,True,43867,100,8,"(3, 3)","(4, 4)",max,12
0.9816,0.0794,0,True,True,369587,131,43,"(5, 5)","(3, 3)",max,31
0.7386,0.9439,0,True,True,93718,120,15,"(2, 2)","(4, 4)",average,62
0.3486,2.1192,0,True,True,83186,22,19,"(2, 2)","(2, 2)",max,66
0.9744,0.1133,0,True,True,2001284,214,55,"(4, 4)","(2, 2)",average,61
0.9232,0.3234,0,True,True,22265,73,10,"(5, 5)","(5, 5)",max,47
0.9809,0.0892,6,False,False,2457539,226,64,"(4, 4)","(2, 2)",max,18
0.6137,1.2906,0,True,True,10423,17,14,"(5, 5)","(4, 4)",average,58
0.8954,0.3557,0,True,True,156203,242,24,"(2, 2)","(5, 5)",max,36
0.9652,0.151,5,False,False,403267,250,8,"(3, 3)","(2, 2)",average,8
0.9014,0.4302,0,True,True,357305,138,70,"(4, 4)","(4, 4)",average,64
0.9685,0.1329,0,True,True,725251,102,36,"(3, 3)","(2, 2)",max,41
0.9863,0.0639,0,True,True,767147,218,54,"(5, 5)","(3, 3)",max,34
0.8311,0.5947,0,True,True,42473,114,13,"(3, 3)","(5, 5)",average,15
0.9733,0.1129,7,False,False,1292737,193,82,"(3, 3)","(3, 3)",average,8
0.9673,0.1325,7,False,False,414987,90,56,"(4, 4)","(3, 3)",max,7
0.9629,0.1413,0,True,True,341989,166,41,"(3, 3)","(4, 4)",max,22
0.9712,0.1289,0,True,True,224751,102,11,"(3, 3)","(2, 2)",max,41
0.9547,0.1674,0,True,True,884575,245,44,"(2, 2)","(3, 3)",max,56
0.9401,0.2247,0,True,True,68271,46,54,"(5, 5)","(5, 5)",max,10
0.9734,0.1178,10,True,True,588115,127,71,"(5, 5)","(3, 3)",average,22
0.8519,0.5381,0,True,True,116614,39,15,"(2, 2)","(2, 2)",average,20
0.9657,0.1421,0,True,True,910381,202,55,"(3, 3)","(3, 3)",max,60
0.9671,0.1371,0,True,True,474317,220,26,"(4, 4)","(3, 3)",average,45
0.9567,0.1747,0,True,True,569171,112,62,"(3, 3)","(3, 3)",average,32
0.9724,0.1269,0,True,True,449247,91,60,"(4, 4)","(3, 3)",max,20
0.8698,0.5203,0,True,True,23649,46,18,"(4, 4)","(5, 5)",max,43
0.928,0.2495,9,False,False,63629,94,25,"(3, 3)","(5, 5)",max,4
0.6697,1.0962,0,True,True,51479,21,88,"(4, 4)","(5, 5)",average,28
0.9489,0.208,0,True,True,94034,58,61,"(4, 4)","(5, 5)",max,8
0.8468,0.5355,0,True,True,549479,239,90,"(2, 2)","(5, 5)",max,66
0.9717,0.1133,0,True,True,2300919,205,57,"(3, 3)","(2, 2)",average,41
0.64,1.1806,0,True,True,4479,24,5,"(5, 5)","(5, 5)",average,36
0.9615,0.1579,7,False,False,951224,146,33,"(2, 2)","(2, 2)",average,1
0.9691,0.1578,0,True,True,602195,110,32,"(5, 5)","(2, 2)",max,55
0.9718,0.123,0,True,True,159171,207,20,"(4, 4)","(4, 4)",max,49
0.9316,0.2605,0,True,True,144086,173,31,"(5, 5)","(5, 5)",average,37
0.9278,0.2738,0,True,True,127567,55,28,"(2, 2)","(3, 3)",max,7
0.9741,0.1153,4,False,False,797471,155,26,"(3, 3)","(2, 2)",max,1
0.5668,1.4471,0,True,True,43190,44,19,"(2, 2)","(4, 4)",max,60
0.8965,0.3587,0,True,True,166944,214,15,"(2, 2)","(4, 4)",average,13
0.9719,0.1265,4,False,False,1274647,251,62,"(4, 4)","(3, 3)",max,2
0.9723,0.1174,7,False,False,219791,250,23,"(5, 5)","(4, 4)",max,21
0.984,0.0831,8,True,False,368147,104,54,"(5, 5)","(3, 3)",max,10
0.9441,0.2177,0,True,True,148565,81,22,"(3, 3)","(3, 3)",max,12
0.9778,0.1019,7,False,False,204334,127,43,"(4, 4)","(4, 4)",max,4
0.9765,0.0991,0,True,True,867491,157,85,"(5, 5)","(3, 3)",max,40
0.9765,0.0967,6,False,False,1760751,207,50,"(4, 4)","(2, 2)",max,20
0.8898,0.4627,0,True,True,259103,103,97,"(4, 4)","(5, 5)",max,55
0.9675,0.1327,0,True,True,1303713,220,30,"(2, 2)","(2, 2)",average,36
0.9643,0.1522,0,True,True,140967,217,24,"(4, 4)","(5, 5)",max,53
0.9633,0.1877,0,True,True,1125368,116,57,"(4, 4)","(2, 2)",max,59
0.8831,0.4128,0,True,True,107891,130,16,"(2, 2)","(4, 4)",max,38
0.9067,0.3517,10,True,False,31673,105,10,"(5, 5)","(5, 5)",average,1
0.9708,0.1351,0,True,True,391587,186,32,"(5, 5)","(3, 3)",average,39
0.9392,0.2459,0,True,True,73027,52,8,"(4, 4)","(2, 2)",max,30
0.6227,1.2214,0,True,True,6225,31,6,"(3, 3)","(5, 5)",average,41
0.877,0.4324,0,True,True,621289,75,42,"(2, 2)","(2, 2)",average,24
